date,score
2017-05-11 07:41:03,"[-1.9559, -1.3665, 0.621, 1.4498, 0.984]"
2017-05-11 07:42:59,"[-0.0966, 0.2052, 0.5411, 0.0053, -0.5878]"
2017-05-12 01:59:31,"[-0.3694, -0.0381, 0.184, 0.2596, -0.1424]"
2017-05-12 12:26:03,"[-0.421, -0.4494, -0.0522, 0.4439, 0.4606]"
2017-05-12 12:52:39,"[1.3946, 0.6533, -0.1061, -0.795, -0.9107]"
2017-05-12 12:52:49,"[-1.0007, -0.6638, -0.0252, 0.6913, 0.7504]"
2017-05-12 12:53:00,"[2.9166, 2.4321, 0.8038, -1.9644, -3.3404]"
2017-05-12 12:53:09,"[0.5918, 0.8172, 0.3904, -0.3352, -1.2448]"
2017-05-12 12:53:18,"[0.21037, -0.13677, 0.0001316, 0.14942, -0.15501]"
2017-05-12 13:04:47,"[0.3776, -0.0899, 0.0158, -0.2611, -0.0651]"
2017-05-13 02:24:51,"[-0.3531, -0.5197, 0.1659, 0.4015, 0.3303]"
2017-05-13 02:25:52,"[-0.0487, -0.2699, -0.1724, 0.0065, 0.3428]"
2017-05-13 02:41:09,"[-0.4217, -0.6978, -0.1874, 0.4242, 0.7121]"
2017-05-13 02:50:31,"[-0.3098, -0.7175, -0.338, 0.3066, 0.7303]"
2017-05-13 02:51:41,"[-0.0531, -0.4051, -0.0627, 0.1314, 0.3072]"
2017-05-14 00:25:25,"[-0.3898, -1.0165, -0.6503, 0.2363, 1.4272]"
2017-05-14 00:26:42,"[0.4102, 0.2854, 0.1995, -0.2552, -0.5638]"
2017-05-14 00:27:45,"[-0.1496, 0.0669, 0.3632, -0.0058, -0.3434]"
2017-05-14 00:30:14,"[-0.7569, -0.7976, 0.1383, 0.6698, 0.6154]"
2017-05-14 00:35:53,"[0.5699, 0.8774, 0.3362, -0.5439, -1.2066]"
2017-05-14 00:38:23,"[-1.9981, -0.839, 0.7023, 1.3931, 0.5015]"
2017-05-16 18:00:26,"[-0.4655, -0.6013, -0.0598, 0.4774, 0.4358]"
2017-05-16 22:43:33,"[-0.558, -0.4884, 0.2348, 0.4541, 0.3118]"
2017-05-17 02:56:23,"[0.9243, 0.3044, -0.0994, -0.5428, -0.515]"
2017-05-17 04:52:32,"[0.6802, 0.849, 0.3515, -0.5756, -1.1395]"
2017-05-17 04:58:17,"[0.7402, 0.06, -0.1114, -0.5079, -0.255]"
2017-05-17 05:50:46,"[-0.8902, -1.2029, -0.3255, 0.817, 1.3273]"
2017-05-17 06:02:01,"[1.5625, 1.0931, 0.4405, -1.099, -1.5734]"
2017-05-19 23:01:00,"[1.0897, 0.8664, 0.5204, -0.594, -1.5506]"
2017-05-19 23:09:25,"[-1.4876, -0.1696, 0.9616, 1.059, -0.4694]"
2017-05-19 23:13:50,"[0.3912, 1.5432, 1.3312, -0.4259, -2.3351]"
2017-05-21 05:58:21,"[0.1226, -0.4188, -0.1224, -0.0401, 0.3124]"
2017-05-22 01:38:20,"[0.1223, -0.1389, 0.0312, 0.0459, -0.0793]"
2017-05-22 01:39:02,"[-1.1062, -1.0018, 0.1829, 0.7523, 0.9135]"
2017-05-22 01:39:57,"[-0.0181, -0.2773, 0.0878, 0.0704, 0.0303]"
2017-05-22 01:42:45,"[-0.3836, 0.3254, 0.6705, 0.1841, -0.684]"
2017-05-22 01:46:53,"[0.7378, 0.9299, -0.0037, -0.6873, -0.9453]"
2017-05-22 01:47:37,"[-1.3847, -1.0807, 0.0969, 0.9666, 1.0561]"
2017-05-22 01:49:09,"[-0.8755, -0.579, 0.2082, 0.8366, 0.2904]"
2017-05-22 01:50:47,"[-0.0187, 0.5733, 0.7542, -0.0276, -1.1495]"
2017-05-22 01:52:59,"[-0.472, -0.7884, -0.2028, 0.5154, 0.6999]"
2017-05-22 01:53:35,"[-1.1885, -0.9647, -0.3504, 0.7881, 1.2909]"
2017-05-22 01:55:18,"[-0.8828, 0.038, 0.3794, 0.4184, -0.0302]"
2017-05-22 01:57:27,"[0.7504, 0.8429, 0.5759, -0.3796, -1.4427]"
2017-05-22 02:00:11,"[-2.0449, -1.0577, 2.0665, 0.8934, -0.2199]"
2017-05-22 02:26:30,"[-1.4023, -0.2233, 0.8467, 0.7216, -0.1206]"
2017-05-22 02:28:23,"[-0.2421, -0.3384, 0.3224, 0.0944, 0.0968]"
2017-05-22 02:29:42,"[1.214, 1.3996, 0.9116, -0.8862, -2.0496]"
2017-05-22 02:31:05,"[1.7532, 1.8595, 0.6562, -1.3267, -2.4659]"
2017-05-22 02:34:38,"[-0.3071, -0.076, 0.2893, 0.2102, -0.2151]"
2017-05-22 04:15:07,"[0.0987, -0.5028, -0.2771, -0.0343, 0.5117]"
2017-05-22 23:14:36,"[-1.051, -0.1732, 0.8016, 0.6595, -0.2337]"
2017-05-22 23:15:45,"[-1.312, -0.3028, 0.8175, 0.7206, -0.1727]"
2017-05-22 23:23:56,"[-0.609, 0.018, 0.0556, 0.3372, -0.0537]"
2017-05-22 23:26:03,"[-2.5612, -0.8207, 1.4125, 1.9286, -0.0961]"
2017-05-22 23:29:17,"[-1.1817, -1.2526, -0.4973, 0.8571, 1.4585]"
2017-05-23 02:59:20,"[-0.1513, 0.1585, 0.2653, 0.0475, -0.4165]"
2017-05-23 22:33:20,"[-1.1781, -1.0977, -0.5466, 0.6078, 1.6535]"
2017-05-23 22:34:36,"[-0.4541, -0.9826, -0.2445, 0.4162, 1.0793]"
2017-05-24 01:13:42,"[-0.5099, 0.082, 0.4427, 0.3122, -0.3558]"
2017-05-24 01:15:54,"[2.9068, 1.1637, 0.0459, -1.5157, -1.9582]"
2017-05-24 01:18:09,"[-1.2554, -1.1357, -0.4857, 0.7091, 1.5976]"
2017-05-24 04:41:50,"[0.1786, -0.2985, -0.2958, -0.1315, 0.3216]"
2017-05-24 04:50:56,"[0.7873, 0.629, 0.2695, -0.4412, -1.0781]"
2017-05-25 06:43:28,"[-0.2256, -0.0732, 0.6945, -0.0502, -0.3058]"
2017-05-25 06:51:52,"[1.1311, 0.6426, 0.1551, -0.6082, -1.1078]"
2017-05-25 09:01:50,"[-0.2349, 0.4634, 0.9355, 0.1524, -1.1707]"
2017-05-26 06:20:09,"[-0.1392, -0.0615, 0.0453, 0.2103, -0.1329]"
2017-05-26 08:37:07,"[-0.648, -0.6554, 0.1695, 0.5164, 0.4266]"
2017-05-26 10:45:56,"[0.2279, -0.3212, -0.0031, -0.0528, 0.111]"
2017-05-27 23:16:07,"[-1.0322, -1.0671, -0.305, 0.8005, 1.21]"
2017-05-27 23:20:14,"[0.0206, -0.3926, 0.0687, -0.0275, 0.2262]"
2017-05-29 03:48:48,"[0.2271, 0.0977, 0.2244, -0.0474, -0.3475]"
2017-05-29 06:22:55,"[-0.6476, -0.2792, 0.4764, 0.317, 0.2556]"
2017-05-31 05:05:06,"[-1.7405, -1.7717, -0.4351, 1.0376, 2.3855]"
2017-05-31 05:05:17,"[-0.6968, -0.7166, 0.0761, 0.6003, 0.5322]"
2017-05-31 05:08:50,"[-1.634, -1.6813, -0.4601, 1.08, 2.1304]"
2017-05-31 06:10:00,"[0.1174, 0.1561, 0.3516, -0.2093, -0.403]"
2017-05-31 17:34:02,"[-1.3271, -0.8419, 0.2471, 0.9482, 0.7227]"
2017-05-31 17:38:45,"[0.9694, 0.6126, 0.4962, -0.4901, -1.2621]"
2017-06-01 07:41:42,"[-0.303, -0.7634, -0.2304, 0.2994, 0.7979]"
2017-06-01 16:28:22,"[-0.8572, -0.9286, -0.0812, 0.5346, 1.0072]"
2017-06-01 20:02:13,"[2.0884, 1.6316, 0.5559, -1.3675, -2.2519]"
2017-06-01 20:42:26,"[0.0095, -0.3276, -0.2543, 0.1153, 0.427]"
2017-06-01 22:48:03,"[1.2563, 0.4089, -0.1578, -0.7921, -0.4593]"
2017-06-02 09:20:00,"[-2.0017, -1.7549, 0.0451, 1.532, 1.6358]"
2017-06-03 18:51:19,"[-0.7826, -0.4969, 0.1707, 0.6625, 0.3771]"
2017-06-04 04:49:56,"[-2.6273, -0.0396, 2.4505, 1.5947, -1.2796]"
2017-06-04 04:51:44,"[-0.7006, -1.0784, -0.4956, 0.3919, 1.4188]"
2017-06-04 04:53:34,"[0.8716, 0.9347, 0.4698, -0.6189, -1.351]"
2017-06-04 16:44:36,"[-1.8821, -2.1313, -0.3675, 1.3876, 2.4759]"
2017-06-05 05:44:36,"[-0.022, -0.1545, -0.0209, 0.0352, -0.007]"
2017-06-05 17:03:15,"[0.5963, 0.1943, 0.1582, -0.2305, -0.5539]"
2017-06-05 17:03:59,"[-0.0029, -0.4022, 0.1335, 0.1785, 0.2333]"
2017-06-05 17:04:31,"[-1.0681, 0.0876, 1.1273, 0.6992, -0.7072]"
2017-06-05 17:39:44,"[2.6395, 0.709, -0.5818, -1.3189, -1.0148]"
2017-06-05 17:44:13,"[-0.4432, -0.7507, -0.1158, 0.4038, 0.718]"
2017-06-05 19:05:47,"[-0.217, 0.8432, 1.1605, 0.0133, -1.5509]"
2017-06-05 19:07:03,"[-0.975, 0.0133, 0.4977, 0.3876, -0.1338]"
2017-06-05 20:13:30,"[-0.1952, -0.1639, 0.2098, 0.1691, -0.0448]"
2017-06-05 22:04:32,"[-2.3153, -2.3419, -0.6947, 1.6735, 2.914]"
2017-06-06 00:27:11,"[-0.5747, 0.6217, 1.0794, 0.3102, -1.3654]"
2017-06-06 02:17:52,"[0.8974, 0.3565, 0.3336, -0.5474, -0.8172]"
2017-06-06 02:23:16,"[-0.1223, 0.5432, 0.8616, -0.2288, -1.0109]"
2017-06-06 04:28:09,"[0.4271, 0.4451, 0.7265, -0.0225, -1.1736]"
2017-06-06 04:31:29,"[0.021, 0.0917, 0.2746, 0.0426, -0.3047]"
2017-06-06 04:38:02,"[0.4966, 0.3414, 0.3701, -0.3153, -0.7397]"
2017-06-06 06:29:58,"[-0.6141, -0.8426, -0.188, 0.4373, 0.8518]"
2017-06-06 17:42:25,"[-0.3324, -0.808, -0.3821, 0.3505, 1.0006]"
2017-06-06 17:55:06,"[0.828, 0.0617, -0.1536, -0.5267, -0.1606]"
2017-06-06 17:55:54,"[0.7881, 1.2476, 1.0301, -0.5846, -2.03]"
2017-06-06 17:57:21,"[0.2076, 0.1651, 0.3443, -0.049, -0.6127]"
2017-06-06 19:15:18,"[-0.7321, -0.4467, 0.4494, 0.4564, 0.1843]"
2017-06-07 01:02:21,"[-1.141, -0.0516, 1.1787, 0.5539, -0.5433]"
2017-06-07 01:04:36,"[0.1917, -0.2318, -0.0805, 0.0411, -0.067]"
2017-06-07 01:12:44,"[-2.5684, -1.644, 0.607, 1.7366, 1.4297]"
2017-06-07 05:16:32,"[-1.3257, -1.7511, -0.4744, 0.8168, 2.1864]"
2017-06-07 05:21:26,"[-1.5006, -1.3378, 0.0059, 1.0642, 1.3603]"
2017-06-07 07:06:36,"[-0.4525, 0.8072, 0.7055, -0.1403, -0.9829]"
2017-06-07 07:09:45,"[0.2161, -0.2362, -0.0198, 0.0049, 0.0442]"
2017-06-07 19:27:42,"[1.4001, 0.1649, -0.8037, -0.7201, 0.0394]"
2017-06-07 23:51:12,"[2.54, 1.3653, 0.3386, -1.4068, -2.0608]"
2017-06-08 02:44:21,"[-0.5394, -0.5485, -0.212, 0.324, 0.5857]"
2017-06-08 17:05:21,"[0.7548, 0.9812, 0.8658, -0.5624, -1.6609]"
2017-06-08 17:30:43,"[0.5643, -0.0695, -0.4324, -0.539, 0.2958]"
2017-06-08 17:34:04,"[0.2726, -0.3683, -0.0962, -0.1856, 0.2681]"
2017-06-08 17:34:50,"[-0.1703, -0.6194, -0.2167, 0.1109, 0.7008]"
2017-06-08 17:36:19,"[0.3545, 1.371, 1.4565, -0.5925, -2.3235]"
2017-06-08 18:48:22,"[-0.0029, -0.4022, 0.1335, 0.1785, 0.2333]"
2017-06-08 18:49:26,"[-1.6303, -1.8526, -0.6608, 0.9235, 2.5782]"
2017-06-08 18:51:37,"[0.2984, 0.103, 0.2162, -0.0599, -0.4783]"
2017-06-08 18:54:28,"[-1.3802, -1.3673, -0.3724, 0.9321, 1.8407]"
2017-06-08 19:05:56,"[-0.9641, -0.9739, -0.1505, 0.6596, 1.0574]"
2017-06-08 19:06:36,"[-1.9234, -1.9129, -0.6214, 1.1232, 2.7694]"
2017-06-08 19:08:33,"[-0.804, -0.451, 0.432, 0.5723, 0.1003]"
2017-06-08 19:10:27,"[1.0817, 0.6174, 0.0616, -0.6471, -0.9073]"
2017-06-08 19:10:42,"[0.0628, -0.3921, -0.1176, -0.0298, 0.4152]"
2017-06-08 19:10:50,"[0.8458, 0.5472, 0.5118, -0.3817, -1.0115]"
2017-06-08 19:13:11,"[0.0019, -0.46, -0.1428, -0.001, 0.4392]"
2017-06-08 19:14:03,"[0.4998, 0.4798, 0.5536, -0.3307, -0.9581]"
2017-06-08 19:15:37,"[-1.473, -1.3514, -0.2452, 0.8841, 1.7783]"
2017-06-08 19:16:14,"[0.4024, 0.3838, 0.5121, -0.1756, -0.8156]"
2017-06-08 19:16:56,"[-1.5679, -1.4196, -0.1321, 1.0308, 1.6047]"
2017-06-08 19:51:22,"[0.9434, 0.1845, -0.169, -0.6432, -0.2735]"
2017-06-08 19:55:48,"[-0.8689, 0.3365, 0.9489, 0.1085, -0.593]"
2017-06-08 19:59:20,"[-2.4418, -1.3501, 0.5498, 1.7036, 0.9987]"
2017-06-08 20:02:04,"[1.5225, 0.8815, 0.3453, -0.8347, -1.4962]"
2017-06-08 20:02:25,"[-0.2622, -0.7721, -0.0943, 0.2221, 0.6941]"
2017-06-08 20:02:43,"[2.346, 1.0305, 0.2359, -1.3367, -1.6112]"
2017-06-08 20:06:56,"[-1.2864, -1.2862, -0.0705, 0.8572, 1.4449]"
2017-06-08 20:23:47,"[0.234, -0.3107, -0.0797, -0.0317, 0.1408]"
2017-06-08 20:25:03,"[-0.8153, -0.411, 0.3056, 0.505, 0.149]"
2017-06-08 20:28:02,"[0.4339, 0.3649, 0.1579, -0.3571, -0.6061]"
2017-06-08 20:52:11,"[1.4607, 0.4507, -0.0958, -0.8358, -0.6932]"
2017-06-08 21:56:06,"[-1.872, -2.038, -0.4431, 1.056, 2.6461]"
2017-06-08 21:57:29,"[-2.144, -1.6622, 0.3482, 1.7276, 1.2933]"
2017-06-09 00:32:18,"[1.184, 0.3468, -0.0368, -0.5454, -0.9555]"
2017-06-09 00:50:57,"[-0.4851, -0.683, -0.264, 0.2815, 0.8161]"
2017-06-09 09:55:34,"[1.9709, 1.1335, -0.1913, -1.1897, -1.3127]"
2017-06-09 10:00:55,"[0.0381, -0.0884, -0.0429, 0.1836, -0.1477]"
2017-06-09 10:08:42,"[0.6177, 0.6994, 0.2005, -0.2772, -1.1197]"
2017-06-09 10:14:19,"[2.32, 1.5004, 0.2505, -1.4034, -2.2007]"
2017-06-09 10:18:28,"[-0.59638, -0.15652, 0.27326, 0.37511, 0.00055242]"
2017-06-09 10:51:49,"[-1.9693, -1.9732, -0.6321, 1.1258, 2.7824]"
2017-06-09 10:54:35,"[0.8241, 0.3619, -0.5288, -0.6239, -0.0533]"
2017-06-09 15:37:04,"[0.3708, 0.115, 0.4311, -0.0834, -0.6562]"
2017-06-09 16:08:16,"[-0.8323, -0.74, 0.2407, 0.8172, 0.3971]"
2017-06-09 16:09:57,"[-0.084, -0.1691, 0.223, 0.1291, -0.0569]"
2017-06-09 16:13:04,"[2.2312, 0.3513, -0.7458, -1.2761, -0.4657]"
2017-06-09 18:42:26,"[0.6614, -0.1186, -0.0639, -0.2541, -0.0199]"
2017-06-09 19:52:37,"[-0.4735, -0.8054, -0.3105, 0.389, 0.8733]"
2017-06-09 22:04:15,"[1.2322, 1.5781, 1.1774, -0.8117, -2.5545]"
2017-06-09 22:11:55,"[2.2162, 1.1132, 0.0441, -1.2025, -1.662]"
2017-06-09 22:26:48,"[0.1903, -0.5822, -0.4859, -0.1004, 0.8199]"
2017-06-09 22:27:37,"[0.496, 0.905, 0.5451, -0.6914, -1.0871]"
2017-06-09 22:31:29,"[1.5386, 1.4698, 0.8034, -1.0796, -2.168]"
2017-06-09 22:37:16,"[-0.1592, 0.9818, 1.3269, 0.2269, -2.0387]"
2017-06-09 22:47:21,"[-0.2433, 0.3745, 0.6014, 0.1779, -0.8056]"
2017-06-09 22:53:18,"[1.3467, 2.1351, 1.0832, -1.2349, -2.7098]"
2017-06-09 22:59:57,"[-0.923, -1.2052, -0.5371, 0.7564, 1.4221]"
2017-06-10 19:50:53,"[-1.6074, -1.5831, -0.7442, 1.0674, 2.2114]"
2017-06-10 19:55:54,"[-0.6718, -0.649, -0.2271, 0.5805, 0.6992]"
2017-06-11 19:23:31,"[-0.8938, -0.6643, -0.0284, 0.6659, 0.6311]"
2017-06-11 22:22:55,"[-1.4125, -0.589, 0.2536, 1.0728, 0.4889]"
2017-06-13 04:28:25,"[-1.8078, -0.6084, 0.4952, 1.2116, 0.3549]"
2017-06-13 06:01:09,"[0.2051, -0.3303, -0.0931, -0.1114, 0.2125]"
2017-06-13 08:10:42,"[-0.2641, 0.2575, 0.6465, 0.3118, -0.8884]"
2017-06-13 15:28:37,"[-0.8698, -0.7867, -0.1662, 0.656, 0.9868]"
2017-06-14 19:22:22,"[0.475, -0.0336, -0.0696, -0.0355, -0.3448]"
2017-06-16 00:23:22,"[1.0224, 0.9787, 0.5152, -0.6499, -1.5614]"
2017-06-16 00:27:05,"[-1.0079, 0.0088, 0.7922, 0.7273, -0.4916]"
2017-06-16 17:40:27,"[-0.6527, -0.0194, 0.3737, 0.5349, -0.3326]"
2017-06-16 22:15:00,"[-0.397, -0.6576, -0.1651, 0.4059, 0.5945]"
2017-06-16 22:57:17,"[-0.1996, -0.343, 0.0864, 0.2873, 0.2395]"
2017-06-17 03:10:27,"[-1.3725, -1.0409, -0.1447, 0.9954, 1.1175]"
2017-06-17 03:11:33,"[0.9093, 0.5038, 0.1001, -0.6796, -0.6771]"
2017-06-17 19:31:59,"[1.0649, 0.2262, 0.0114, -0.4471, -0.6622]"
2017-06-18 17:32:23,"[-0.5651, -0.5837, 0.0373, 0.3971, 0.6505]"
2017-06-18 17:37:09,"[-0.0029, -0.4022, 0.1335, 0.1785, 0.2333]"
2017-06-18 19:09:18,"[-0.4814, -0.368, -0.0265, 0.4808, 0.2276]"
2017-06-18 20:25:39,"[0.7465, 0.9468, 0.7468, -0.3543, -1.7106]"
2017-06-18 20:27:49,"[0.4645, 0.4469, 0.4498, -0.1681, -0.9431]"
2017-06-18 20:29:48,"[-0.2315, -0.6037, -0.0601, 0.3737, 0.3618]"
2017-06-18 22:20:27,"[0.2154, 1.0218, 1.1768, -0.3678, -1.5603]"
2017-06-18 22:29:11,"[2.2453, 0.814, -0.0267, -1.2348, -1.3741]"
2017-06-18 22:40:09,"[-0.1127, -0.7128, -0.3123, 0.195, 0.7759]"
2017-06-18 22:46:54,"[0.7641, 0.5259, 0.3785, -0.515, -0.8811]"
2017-06-18 22:59:15,"[1.1264, 0.7406, 0.4004, -0.6476, -1.3763]"
2017-06-18 23:45:55,"[1.0964, 0.8343, 0.5713, -0.611, -1.6733]"
2017-06-19 15:49:32,"[-0.0617, -0.3585, -0.1605, 0.141, 0.3501]"
2017-06-20 05:06:14,"[0.7561, 1.5516, 0.9761, -0.7659, -2.1083]"
2017-06-20 05:13:29,"[-0.3484, 0.2812, 0.4918, 0.2193, -0.6141]"
2017-06-20 05:15:26,"[1.464, 1.6087, 1.0104, -0.9314, -2.4474]"
2017-06-20 05:42:50,"[-1.1889, -1.0952, 0.0515, 0.8348, 1.0615]"
2017-06-20 17:03:12,"[-0.4383, -0.4279, -0.1365, 0.3323, 0.4672]"
2017-06-21 01:38:24,"[1.6318, 1.317, 0.4845, -1.0809, -1.911]"
2017-06-21 01:43:28,"[-0.5924, 0.1965, 0.355, 0.2848, -0.3392]"
2017-06-21 10:15:23,"[-0.1106, -0.1618, -0.0453, 0.0762, 0.1654]"
2017-06-22 04:07:07,"[-0.2469, -0.3259, 0.0129, 0.1506, 0.2938]"
2017-06-22 04:08:42,"[-2.235, -0.4853, 1.3672, 1.6524, -0.3223]"
2017-06-22 04:09:45,"[0.1417, -0.2155, 0.0885, 0.0109, 0.049]"
2017-06-22 16:36:41,"[-0.0826, -0.4524, -0.0994, 0.2167, 0.3696]"
2017-06-22 16:43:54,"[1.9201, 1.0238, -0.2321, -1.2724, -1.1786]"
2017-06-22 23:50:11,"[0.6945, 0.6627, 0.4018, -0.4973, -1.0428]"
2017-06-23 00:01:25,"[0.428, 0.522, 0.2634, -0.4966, -0.604]"
2017-06-23 00:17:05,"[0.6741, 0.6025, 0.3854, -0.4856, -1.0198]"
2017-06-23 16:58:17,"[-2.3564, -2.1636, -0.1247, 1.7578, 2.2165]"
2017-06-23 17:14:59,"[0.468, 0.2187, 0.2917, -0.2128, -0.5631]"
2017-06-23 18:07:57,"[-0.6756, -0.3128, -0.0742, 0.3467, 0.5183]"
2017-06-23 19:32:18,"[-2.0232, -0.2712, 1.5106, 1.5677, -0.7785]"
2017-06-23 19:34:35,"[-0.3998, 0.0906, 0.4415, 0.2304, -0.3645]"
2017-06-24 00:18:56,"[1.0662, 0.3043, 0.0494, -0.699, -0.5258]"
2017-06-25 03:44:03,"[-1.582, -1.2278, -0.5982, 1.126, 1.7988]"
2017-06-25 03:48:44,"[-1.7069, -0.8197, 0.3131, 1.1811, 0.7458]"
2017-06-25 03:53:29,"[-1.2166, 0.6654, 1.6044, 0.6235, -1.4005]"
2017-06-25 03:56:51,"[-0.2291, 0.4005, 0.575, 0.2079, -0.7601]"
2017-06-25 03:57:39,"[-0.0054, 0.0476, 0.5895, 0.218, -0.6271]"
2017-06-25 04:15:00,"[1.8046, 1.4753, 0.6204, -1.0177, -2.2943]"
2017-06-25 04:16:53,"[1.5886, 0.556, -0.1857, -0.9943, -0.7755]"
2017-06-25 04:58:37,"[1.1654, 0.772, 0.0469, -0.6923, -1.0979]"
2017-06-25 19:55:34,"[1.6078, 1.3759, 0.7271, -0.8367, -2.2015]"
2017-06-25 20:01:34,"[0.5655, 0.3955, 0.154, -0.2011, -0.7628]"
2017-06-25 20:02:56,"[-1.557, -1.3105, -0.4851, 1.0858, 1.7265]"
2017-06-25 20:03:47,"[0.0449, -0.1734, 0.0046, 0.0296, 0.0207]"
2017-06-25 20:56:21,"[-0.5355, -0.3464, -0.4442, 0.2356, 0.7994]"
2017-06-25 21:14:02,"[-1.3257, 0.3685, 1.5405, 0.7539, -1.2459]"
2017-06-25 21:18:18,"[0.8508, 0.4448, -0.1702, -0.521, -0.5511]"
2017-06-25 21:19:56,"[-0.0097, 0.2098, 0.3266, -0.1372, -0.4514]"
2017-06-25 21:41:21,"[0.4981, 0.1532, 0.0344, -0.1226, -0.6101]"
2017-06-25 22:31:09,"[-0.8203, -0.6685, 0.1167, 0.6228, 0.5104]"
2017-06-26 17:32:08,"[-0.1075, 0.3706, 0.1204, 0.0125, -0.4157]"
2017-06-26 18:54:50,"[-2.2912, -0.8334, 1.4749, 1.9954, -0.2667]"
2017-06-28 23:09:17,"[2.2414, 2.1509, 0.646, -1.791, -2.6191]"
2017-06-28 23:10:11,"[-0.1722, -0.1023, 0.5241, 0.25, -0.3809]"
2017-06-28 23:35:41,"[-1.4247, -0.8458, 0.1394, 0.9649, 0.7785]"
2017-06-29 01:42:36,"[-2.1978, -1.9472, -0.4561, 1.2859, 2.5928]"
2017-06-29 01:43:32,"[-0.2231, -0.4379, -0.2933, 0.0126, 0.6764]"
2017-06-29 01:45:07,"[1.9031, 2.1432, 0.8912, -1.6475, -2.625]"
2017-06-29 01:45:22,"[-0.3805, 1.3781, 2.1589, -0.1131, -2.3691]"
2017-06-29 02:32:18,"[1.6273, 0.7833, 0.0189, -1.014, -1.1797]"
2017-06-29 02:32:40,"[0.3847, 0.1126, -0.1214, -0.2123, -0.2955]"
2017-06-29 02:42:58,"[-0.7634, -0.238, 0.3853, 0.2459, 0.175]"
2017-06-29 05:33:29,"[-0.7298, -1.0546, -0.7403, 0.2566, 1.7051]"
2017-06-29 05:45:50,"[0.859, 0.9985, 0.8729, -0.6012, -1.7024]"
2017-06-29 06:48:35,"[-0.214, -0.4423, -0.0597, -0.0287, 0.5245]"
2017-06-29 07:07:46,"[-0.1394, -0.8575, -0.3536, 0.1581, 0.9073]"
2017-06-29 07:24:32,"[1.0597, 1.1373, 0.9477, -0.6074, -1.9806]"
2017-06-29 18:09:13,"[1.4064, 0.7097, 0.2568, -0.7515, -1.3338]"
2017-06-29 18:14:34,"[0.3973, 0.5389, 0.4838, -0.3241, -1.003]"
2017-06-30 05:51:25,"[-0.4948, -0.8797, -0.0017, 0.5294, 0.668]"
2017-06-30 05:57:55,"[0.4808, 0.0516, 0.203, -0.1955, -0.517]"
2017-06-30 06:26:11,"[-0.5025, -0.384, 0.2633, 0.4935, 0.1381]"
2017-06-30 06:31:14,"[-0.0533, -0.2257, -0.1456, 0.1036, 0.1319]"
2017-06-30 06:48:29,"[0.084, -0.1349, 0.087, 0.0971, -0.1222]"
2017-06-30 06:58:48,"[-1.8896, -2.1792, -0.9724, 1.3011, 2.9836]"
2017-06-30 15:59:03,"[0.7763, 0.2523, 0.013, -0.4056, -0.6291]"
2017-06-30 16:00:05,"[0.7842, 0.1005, -0.1328, -0.4126, -0.2794]"
2017-07-02 17:51:55,"[-1.2881, -1.4129, -0.3356, 1.0652, 1.5599]"
2017-07-02 17:58:57,"[2.676, 1.5444, 0.2586, -1.6416, -2.1527]"
2017-07-02 18:00:44,"[-0.3969, -0.4895, 0.1492, 0.2401, 0.4052]"
2017-07-02 18:02:10,"[-0.6692, -0.4161, 0.3538, 0.5778, 0.1458]"
2017-07-02 19:14:37,"[-1.415, -1.1575, -0.3248, 0.8092, 1.7375]"
2017-07-02 19:40:04,"[-1.7105, -1.9446, -0.2866, 1.1554, 2.2846]"
2017-07-03 05:48:00,"[0.9223, 0.658, 0.1989, -0.538, -1.0411]"
2017-07-03 06:04:28,"[-0.9811, -0.6378, -0.2584, 0.6451, 0.8547]"
2017-07-03 06:12:52,"[-0.5939, -0.5349, -0.1205, 0.3621, 0.6298]"
2017-07-03 22:44:00,"[0.1148, -0.1468, -0.2441, -0.1808, 0.2476]"
2017-07-04 06:01:57,"[0.7425, 0.3601, 0.0685, -0.236, -0.9025]"
2017-07-05 22:25:06,"[-1.9377, -1.7482, -0.2851, 1.4866, 1.993]"
2017-07-06 00:40:29,"[-1.7478, -2.0158, -0.9145, 1.2293, 2.7031]"
2017-07-06 12:29:56,"[0.1228, 0.7053, 0.7972, -0.0138, -1.3451]"
2017-07-07 03:42:59,"[0.4952, -0.9736, 0.1939, -1.1071, 1.2758]"
2017-07-08 10:24:06,"[3.012, 1.3288, 0.0186, -1.623, -2.0644]"
2017-07-08 10:28:15,"[1.0139, 0.3462, -0.0064, -0.6011, -0.4426]"
2017-07-09 00:11:04,"[-1.1294, -1.015, -0.1928, 0.8274, 1.1626]"
2017-07-09 00:39:33,"[0.4339, -0.7496, -0.4166, -0.1001, 0.8711]"
2017-07-09 01:15:54,"[-0.1151, 0.0189, 0.2976, 0.1383, -0.2923]"
2017-07-09 04:06:03,"[-0.825, -0.9287, -0.217, 0.6886, 1.0845]"
2017-07-09 04:45:42,"[-0.0029, -0.4022, 0.1335, 0.1785, 0.2333]"
2017-07-11 01:10:37,"[-1.7803, -1.6651, 0.0438, 1.3844, 1.6463]"
2017-07-11 05:27:41,"[1.5433, 1.0241, 0.3764, -0.8406, -1.5914]"
2017-07-11 05:58:24,"[1.1781, 0.7951, 0.2468, -0.6026, -1.3447]"
2017-07-11 06:02:16,"[-1.503, 0.4248, 1.5751, 0.8335, -1.2192]"
